Station Code,Location,State,Temp Min,Temp Max,Dissoved Oxygen Min,Dissoved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max
1013.0,"SUTLEJ AT U/S TATAPANI, H.P.",HIMACHAL PRADESH,10,20,8.0,9.0,7.0,8.6,103,238,0.2,1.6,0.09,1.63,7.0,94.0,20.0,350.0
1014.0,"SUTLEJ AT U/S SLAPPER, H.P.",HIMACHAL PRADESH,11,23,9.6,12.1,7.5,8.5,117,317,0.1,0.1,0.0,0.68,12.0,27.0,120.0,240.0
1015.0,"SUTLEJ AT D/S SLAPPER, H.P.",HIMACHAL PRADESH,12,23,9.8,11.9,7.9,8.4,114,315,0.1,0.2,0.0,0.61,0.0,38.0,1.0,350.0
1016.0,"SUTLEJ AT D/S BHAKHRA, H.P.",HIMACHAL PRADESH,3,19,6.4,8.6,7.2,8.1,190,265,0.1,0.4,0.33,1.41,2.0,6.0,70.0,350.0
1017.0,"SUTLEJ AT 100M U/S OF HEADWORKS, NANGAL, PUNJAB",PUNJAB,16,25,7.9,8.7,7.4,8.1,215,298,0.2,1.0,0.4,0.6,30.0,110.0,170.0,320.0
1018.0,"SUTLEJ AT 100M D/S , NANGAL, PUNJAB",PUNJAB,16,23,7.6,8.5,7.3,8.0,232,312,1.0,1.0,0.4,0.8,43.0,180.0,150.0,490.0
1293.0,"SUTLEJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,15,26,7.0,8.7,7.1,8.2,287,460,1.0,1.6,0.4,1.0,200.0,1100.0,630.0,2100.0
1814.0,"SUTLEJ AT D/S KIRATPUR SAHIB, PUNJAB",PUNJAB,16,25,7.4,8.4,7.7,8.2,246,403,1.0,1.0,0.4,1.2,140.0,680.0,490.0,1200.0
1019.0,"SUTLEJ AT U/S HEAD WORKS ROPAR, PUNJAB",PUNJAB,15,24,7.6,8.8,7.1,8.2,253,373,1.0,1.0,0.2,0.8,170.0,680.0,550.0,1400.0
1380.0,"SUTLEJ AT D/S NFL, PUNJAB",PUNJAB,17,30,7.4,8.4,7.5,8.2,264,351,1.0,1.0,0.4,2.65,46.0,170.0,210.0,480.0
1690.0,"U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,16,30,6.2,7.2,7.1,8.2,317,548,1.0,4.0,0.6,1.4,400.0,2100.0,1500.0,3900.0
1020.0,"SUTLEJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA",PUNJAB,18,31,1.4,4.6,7.1,7.8,611,1787,14.0,115.0,1.29,8.0,110000.0,310000.0,310000.0,700000.0
1021.0,"SUTLEJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHA",PUNJAB,13,30,3.0,7.0,7.0,7.8,348,1240,1.0,75.0,0.8,3.0,11000.0,170000.0,35000.0,390000.0
1381.0,"SUTLEJ AT D/S EAST BASIN, PUNJAB",PUNJAB,13,32,3.0,7.5,7.1,7.9,382,1012,4.8,30.0,1.1,1.7,2300.0,35000.0,4900.0,54000.0
1691.0,"U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",PUNJAB,14,29,4.9,8.0,7.2,8.3,257,480,1.0,1.9,0.4,1.0,180.0,930.0,820.0,2200.0
1692.0,"D/S HUSSANIWALA- H/W FEROZEPUR, PUNJAB",PUNJAB,15,30,4.7,8.0,7.4,8.1,270,463,1.0,2.0,0.5,1.0,200.0,920.0,830.0,2100.0
1022.0,"SUTLEJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",PUNJAB,11,34,4.1,7.0,7.3,8.1,261,500,2.0,6.0,0.8,1.5,1100.0,22000.0,2200.0,28000.0
2915.0,"100 MT. D/S OF PACL, NANGAL, PUNJAB",PUNJAB,18,30,7.4,8.3,7.4,8.2,262,386,1.0,1.0,0.5,2.19,49.0,180.0,210.0,490.0
1307.0,"CHUNT KOL (MAULANA AZAD BRIDGE), J&K",JAMMU & KASHMIR,9,28,1.4,6.0,7.3,8.0,273,575,5.0,11.3,,,,,,
2614.0,RAVI AT CHAMERA RESERVOIR,HIMACHAL PRADESH,8,13,8.5,8.7,7.1,8.2,106,222,0.1,0.4,0.29,0.99,2.0,6.0,63.0,350.0
2615.0,RAVI AT D/S CHAMERA III HEP,HIMACHAL PRADESH,7,10,8.7,8.9,7.4,7.8,110,200,0.1,0.6,0.28,1.11,2.0,7.0,94.0,170.0
2613.0,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,7,10,8.5,8.8,7.1,8.0,119,1642,0.1,0.4,0.42,1.58,2.0,6.0,70.0,220.0
1097.0,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR, PUNJ",PUNJAB,12,29,7.2,8.6,7.4,7.9,160,210,0.0,1.0,0.2,0.9,43.0,63.0,70.0,120.0
1290.0,"PARVATI BEFORE CONF. TO RIVER BEAS, H.P.",HIMACHAL PRADESH,4,12,6.5,10.5,7.3,8.7,67,360,0.1,0.2,0.2,1.0,21.0,34.0,130.0,240.0
2605.0,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,1,12,6.0,10.8,6.8,8.5,52,150,0.1,0.1,0.2,1.01,11.0,17.0,79.0,130.0
2606.0,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,2,12,6.5,10.7,6.7,8.3,45,172,0.1,0.1,0.2,0.94,11.0,22.0,130.0,170.0
1090.0,"LARGI AT D/S, H.P.",HIMACHAL PRADESH,6,15,7.3,12.0,7.7,8.5,56,237,0.1,0.2,0.2,1.13,11.0,34.0,150.0,280.0
1551.0,"RIVER SIRSA , U/S SITOMAJRI NALLAHGARH, H.P",HIMACHAL PRADESH,20,28,5.2,7.2,7.2,8.1,424,1949,0.1,4.8,0.2,8.75,2.0,25.0,20.0,150.0
1552.0,"RIVER SIRSA , D/S NALAGARH BRIDGE, H.P",HIMACHAL PRADESH,19,30,4.2,6.9,7.3,8.8,432,2230,1.8,12.0,0.23,14.86,13.0,33.0,43.0,220.0
1868.0,"RIVER SIRSA AT D/S NALAGARH DISTT. SOLAN, H.P.",HIMACHAL PRADESH,19,26,3.7,6.8,7.3,8.5,15,2970,1.2,12.0,0.22,9.75,17.0,94.0,40.0,220.0
1869.0,"RIVER SWAN AT D/S NANGAL DISTT. UNA, H.P.",HIMACHAL PRADESH,5,23,6.0,7.8,7.6,8.5,205,549,0.2,0.8,0.28,1.67,2.0,7.0,63.0,350.0
2616.0,SIUEL AT D/S SURGANI,HIMACHAL PRADESH,7,12,8.7,8.9,7.0,7.7,110,223,0.2,0.4,0.22,0.87,2.0,7.0,70.0,350.0
2607.0,SUKETI KHAD AT D/S MANDI,HIMACHAL PRADESH,13,26,5.7,10.7,7.8,8.6,141,389,0.1,0.7,0.2,1.64,31.0,120.0,280.0,920.0
2608.0,BINWA AT D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,11,17,7.3,8.9,6.8,8.0,53,1238,0.2,0.3,0.4,1.69,2.0,6.0,70.0,210.0
2609.0,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,11,18,7.3,7.9,7.3,8.5,89,393,0.1,0.4,0.24,1.8,2.0,6.0,63.0,220.0
2610.0,SPITI AT KHAB,HIMACHAL PRADESH,7,13,9.5,10.0,7.3,8.5,104,292,0.2,1.7,0.09,1.27,4.0,26.0,9.0,84.0
2612.0,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,7,14,9.1,10.0,7.0,8.6,63,230,0.1,1.5,0.2,0.7,9.0,33.0,43.0,280.0
1491.0,BHAGIRATHI AT GANGOTARI,UTTARAKHAND,_,_,8.8,8.8,7.1,7.1,110,110,BDL,BDL,0.55,0.55,7,7,170,170
1485.0,MANDAKINI B/C ALAKLNADA AT RUDRAPRAYAG,UTTARAKHAND,15,19,9,9.6,7.0,8.0,100,100,BDL,1,0.3,0.3,450,450,2,4900
1484.0,"ALAKNANDA B/C MANDAKINI AT
RUDRA PRAYAG",UTTARAKHAND,15,19,8.8,9.4,7.1,7.9,151,151,BDL,1,0.1,0.3,2300,2300,2,7000
1486.0,ALAKNANDA A/C MANDAKINI AT RUDRAPRAYAG,UTTARAKHAND,15,18,8.6,9.8,7.2,8.1,145,145,1,1,_,_,780,780,2,24000
1488.0,"BHAGIRATHI B/C
WITH ALAKNANDA AT DEVPRAYAG",UTTARAKHAND,16,18,8.2,9.6,7.2,8.2,154,154,BDL,1,0.2,0.2,36,36,2,630
1487.0,ALAKNANDA B/C TO BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,16,19,8.6,9.4,7.2,8.1,145,145,BDL,1,0.3,0.3,780,780,2,24000
1489.0,ALAKNANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,16,19,9,9.6,7.2,8.0,152,152,BDL,1,0.2,0.2,490,490,2,2400
20048.0,SWARG-ASHRAM -1,UTTARAKHAND,_,_,_,_,7.3,7.6,_,_,8,12,_,_,_,_,_,_
1060.0,GANGA AT RISHIKESH U/S,UTTARAKHAND,16,22,9.6,10.4,7.3,7.8,_,_,1,1,_,_,_,_,26,70
20049.0,LAKKAR GHAT- OXIDATION PONDS,UTTARAKHAND,_,_,_,_,7.7,7.9,_,_,30,36,_,_,_,_,_,_
10147.0,RIVER GANGA D/S RISHIKESH,UTTARAKHAND,16,21,9.2,9.8,7.4,7.9,_,_,1,1,_,_,_,_,40,110
2725.0,"GANGA AT A/C OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S
RAIWALA, DEHRADUN",UTTARAKHAND,16,22,8.4,9.4,7.5,7.9,_,_,1,1.2,_,_,_,_,110,350
10148.0,RIVER GANGA AT HAR KI PAURI GHAT,UTTARAKHAND,16,21,8.8,10,7.4,8.4,_,_,1,1,_,_,_,_,60,170
1061.0,GANGA AT HARIDWAR D/S,UTTARAKHAND,16,21,8.6,10.6,7.7,8.3,_,_,1,1.2,_,_,_,_,220,350
20050.0,JAGJITPUR,UTTARAKHAND,_,_,_,_,7.2,8.2,_,_,8.8,12,_,_,_,_,_,_
2727.0,UPPER GANGA RIVER D/S ROORKEE,UTTARAKHAND,16,20,8.2,9.6,7.6,8.3,_,_,1,1,_,_,_,_,110,220
10150.0,"MADHYA GANGA BARRAGE, BIJNORE",UTTAR PRADESH,_,_,8.6,9.3,7.1,7.6,80,192,0.9,1.9,_,_,_,_,_,_
1062.0,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,18,27,7.1,9.1,6.8,7.8,180,257,2.1,3.2,0.5,0.62,220,420,410,630
10149.0,GHARMUKTESHWAR,UTTAR PRADESH,18,34,7.4,9.4,7.0,7.5,160,259,2,3,0.5,0.6,110,310,370,550
2488.0,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,16,25,7.2,9.8,7.1,7.5,230,242,1.6,2.8,0.54,0.64,220,350,410,550
2489.0,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,18,25,7,10.3,7.3,7.6,230,244,1.4,3,0.42,0.56,210,310,410,550
1145.0,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,2,24,7,10.2,7.2,7.6,224,240,1.6,2.9,0.45,0.72,210,410,350,650
2490.0,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,16,25,7.1,10.3,7.0,7.6,230,238,1.4,3.1,0.44,0.58,150,270,350,550
10151.0,FARRUKABAD,UTTAR PRADESH,19,33,6.5,10.4,7.6,8.4,185,309,2.2,2.7,_,_,1300,2100,2200,3100
1063.0,"GANGA AT
KANNAUJ U/S (RAJGHAT)",UTTAR PRADESH,14,33,6,11.6,7.6,8.7,218,447,2.9,4.6,_,_,2000,3300,3300,4600
1066.0,GANGA AT KANNAUJ D/S,UTTAR PRADESH,14,33,5.8,11.2,7.6,8.8,209,503,3.3,5,_,_,2100,3400,4000,5600
1146.0,GANGA AT BITHOOR (KANPUR),UTTAR PRADESH,15,32,6.7,11.6,7.8,8.7,202,413,2.8,3.8,_,_,2000,3100,3500,5200
1067.0,GANGA AT KANPUR U/S (RANIGHAT),UTTAR PRADESH,15,32,6,11.6,7.7,8.6,216,434,3.1,4.2,_,_,2200,3400,4000,5800
10154.0,BATHING GHAT (BHARAOGHAT),UTTAR PRADESH,15,32,6.4,11.5,7.7,8.6,208,428,3,4,_,_,2100,3300,3800,5600
10155.0,D/S SHUKLAGANJ,UTTAR PRADESH,15,32,5.7,11.3,7.7,8.5,220,442,3.4,4.8,_,_,2700,4300,4600,6300
1068.0,GANGA AT KANPUR D/S (JAJMAU PUMPING STATION),UTTAR PRADESH,15,32,2.8,10.3,7.5,8.4,242,548,4.2,8.5,_,_,22000,58000,28000,110000
10157.0,"BATHING GHAT, JAJMAU BRIDGE",UTTAR PRADESH,15,32,4.5,10.8,7.6,8.5,224,476,3.6,6.8,_,_,4700,13000,7000,21000
1147.0,GANGA AT DALMAU (RAI BAREILLY),UTTAR PRADESH,17,26,7.9,10,7.7,8.1,183,451,3.5,4.5,0.76,0.96,4700,6100,6800,8600
2498.0,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,17,26,8,10,7.7,8.0,181,442,3.2,4.4,0.74,0.92,4700,5900,7000,8300
1046.0,GANGA AT ALLAHABAD (RASOOLABAD),UTTAR PRADESH,18,31,7.5,10.3,7.7,8.5,189,293,2.6,4.8,1.37,1.75,2300,17000,7900,32000
2487.0,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,18.4,33,7.4,9.9,6.1,8.6,186,282,2.9,4.9,1.57,1.79,3100,17000,8400,34000
1049.0,GANGA AT ALLAHABAD D/S (SANGAM),UTTAR PRADESH,18.5,32,7.3,9.8,7.5,8.4,204,383,2.7,4.6,1.58,1.97,2400,21000,8400,33000
10158.0,"RIVER GANGA A/C TAMSA, SIRSA, SON BARSA",UTTAR PRADESH,19,33,7.5,9.5,7.6,8.7,221,332,2.6,3.8,1.3,1.86,2300,11000,7000,22000
2485.0,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,19,27,6.6,9.3,8.0,8.4,264,587,2,3.9,0.01,1.6,800,1400,1400,3500
2486.0,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,19,27,6.3,8.9,7.8,8.4,266,598,2.4,3.9,0.01,1.8,1700,13000,2800,27000
10153.0,RIVER GANGA AT CHUNAR,UTTAR PRADESH,20,27,6.1,9.3,7.8,8.5,265,596,3,4.2,0.01,1.27,1100,8000,2100,17000
1070.0,"GANGA AT VARANASI U-S
(ASSIGHAT)",UTTAR PRADESH,22,29,7.4,9.2,8.2,8.4,345,488,2.5,3.2,0.1,0.32,500,2200,1100,3400
1071.0,GANGA AT VARANASI D-S (MALVIYA BRIDGE),UTTAR PRADESH,22,29,6.1,7.8,8.1,8.3,366,588,4.5,5.8,0.22,0.45,22000,43000,34000,63000
10152.0,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",UTTAR PRADESH,22.5,29.5,7.2,8.9,8.2,8.5,350,500,3,4,0.18,0.33,13000,22000,21000,34000
10156.0,"BATHING GHAT, GOLAGHAT",UTTAR PRADESH,15,32,5.5,11,7.7,8.5,214,451,3.3,5.6,_,_,3100,4600,4300,7000
1073.0,GANGA AT TRIGHAT (GHAZIPUR),UTTAR PRADESH,22.5,29.5,6.5,8.2,8.2,8.3,354,576,4,5,0.2,0.42,17000,33000,31000,49000
1074.0,GANGA AT BUXAR,BIHAR,16,34,7.3,10.1,7.0,8.2,239,622,1.5,2.3,0.11,0.74,2600,21000,6300,29000
10113.0,RIVER GANGA AT U/S JAIL GHAT,BIHAR,16,35,7,10,7.2,8.3,241,581,1.7,2.7,0.1,0.68,2600,21000,6300,29000
2551.0,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,16,35,6.8,9.6,7.4,8.2,234,572,1.7,2.8,0.06,0.98,2600,21000,6300,35000
3113.0,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,14,33,7,9.6,7.1,8.2,227,612,1.7,2.6,0.16,0.63,2600,11000,5800,22000
10131.0,RIVER GANGA AT U/S BARAHPUR BINDTOLI,BIHAR,15,35,6.6,11,6.9,8.4,193,381,1.8,2.5,0.06,0.67,2600,11000,6300,22000
10162.0,ARRAH-CHHAPRA ROAD BRIDGE (KOILWER BANURA- CHHAPRA),BIHAR,15,32.5,6.9,9.8,7.4,8.3,213,616,1.4,2.1,0.15,0.7,1700,3300,3300,6300
2564.0,GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ,BIHAR,16,32,7.2,10.6,6.8,8.0,199,487,1.5,2.2,0.1,0.69,2600,13000,5800,35000
10114.0,RIVER GANGA AT D/S SARIKPUR,BIHAR,16,34,6.8,10.7,6.7,8.8,194,449,1.5,2.6,0.12,0.66,4000,21000,11000,32000
3114.0,GANGA NEAR DANAPUR (NEAR PIPA PUL),BIHAR,13,29,6.9,14.1,6.9,8.3,194,448,1.7,2.4,0.03,0.53,2600,11000,5800,22000
1077.0,"GANGA AT KHURJI, PATNA U/S",BIHAR,14,30,6.8,13.2,6.5,8.2,211,446,1.5,2.5,0.1,0.53,2600,7900,5800,14000
2552.0,PATNA TO GANDHI GHAT/NIT GHAT,BIHAR,14,33,6.8,13,6.7,7.9,206,502,2.1,2.6,0.06,2.29,3100,21000,7000,35000
10115.0,RIVER GANGA AT BARKAGAON,BIHAR,14,33,6.6,13,6.6,8.1,210,462,2.4,2.7,0.04,0.64,3100,21000,7000,29000
1079.0,"GANGA AT PATNA D/S (GANGA
BRIDGE)",BIHAR,14,32,6.6,11.7,7.0,8.1,215,468,2.2,2.8,0.07,0.66,4000,21000,11000,29000
3122.0,"GANGA AT MALSALAMI, PATNA",BIHAR,14,32,6.6,10.5,6.8,8.1,223,540,1.6,2.6,0.05,0.62,2600,3300,5800,7000
4297.0,"KACHCHI-DARGAH- BIDUPUR ROAD BRIDGE, PATNA",BIHAR,21,32,6.9,9.6,6.8,8.0,202,449,1.5,2.4,0.07,0.73,2600,4000,5800,11000
10122.0,TRIVENI GHAT,BIHAR,15,31,6.7,9.5,6.3,8.2,204,415,1.8,2.6,0.07,0.49,4000,21000,11000,35000
2553.0,GANGA AT FATUHA,BIHAR,15,31,6.4,11.2,6.4,7.9,206,450,1.7,2.7,0.12,2.11,2600,7900,5800,14000
4301.0,"BAKHTIYARPUR- TAJPUR BRIDGE ON GANGA, ATHMALGOLA",BIHAR,17,32,6.9,10,6.4,8.2,228,387,1.5,2.5,0.07,0.36,2600,4000,6300,11000
3115.0,GANGA RIVER AT BARH,BIHAR,15,34,7,11.2,6.5,8.4,195,387,1.6,2.4,0.11,0.87,2600,6100,5800,14000
10130.0,D/S NAWADAGHAT,BIHAR,15,34,6.9,10,6.8,8.3,220,393,1.6,2.5,0.08,0.71,2600,4000,5800,11000
1817.0,GANGA AT MOKAMA (U/S),BIHAR,15,34,6.7,9.8,7.1,8.4,201,392,1.6,2.5,0.11,0.67,2600,7000,6300,15000
1815.0,GANGA AT MOKAMA (D/S),BIHAR,15,35,6.7,10.2,7.1,8.4,193,372,1.8,2.7,0.12,0.63,4000,21000,11000,32000
3123.0,GANGA RIVER AT BARAHIA,BIHAR,15,34,6.8,9.8,7.1,8.4,191,384,1.5,2.5,0.11,0.69,2600,7000,6300,15000
3116.0,GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA),BIHAR,19,33,6.3,10.2,6.7,8.1,225,401,1.6,2.6,0.11,18,2000,21000,6300,35000
1818.0,GANGA AT MUNGER,BIHAR,20,33,6.2,10.1,6.6,8.2,218,384,1.7,2.7,0.12,0.64,3800,21000,7000,35000
3117.0,GANGA AT U/S SULATANGANJ,BIHAR,18,32,6.5,10.6,6.7,8.2,227,393,1.5,2.4,0.08,0.62,3800,21000,7000,29000
2554.0,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,18,32,6.2,9.9,6.9,8.3,215,470,1.8,2.8,0.12,0.74,3800,21000,7000,32000
10138.0,CHAMPANAGAR,BIHAR,19,33,6.6,11.1,6.7,8.1,219,386,1.5,2.3,0.04,0.6,4000,21000,11000,29000
1819.0,GANGA AT BHAGALPUR,BIHAR,18,33,6.8,10.6,6.7,8.2,210,480,1.5,2.4,0.1,0.72,2600,21000,6300,32000
3118.0,GANGA AT U/S BHAGALPUR,BIHAR,16,32,6,8.5,6.9,8.2,220,538,2,2.8,0.1,0.54,3800,21000,7000,29000
1816.0,GANGA AT KAHALGAON,BIHAR,18,32,6.5,9.5,7.1,8.1,216,438,1.8,2.4,0.1,0.35,3800,21000,7000,35000
10143.0,D/S NEAR CREMATION GHAT,BIHAR,19,32,6.2,8.8,7.1,8.0,225,480,1.8,2.6,0.1,0.7,1700,21000,11000,32000
10144.0,U/S NEAR LCT GHAT,JHARKHAND,11,36,7.7,8.8,8.0,8.5,302,318,2.2,2.8,_,_,_,_,_,_
10145.0,D/S NEAR JANTA GHAT,JHARKHAND,12,37,7.6,8.6,7.7,8.5,302,318,2.4,2.8,_,_,_,_,_,_
10146.0,SANGI DALAN,JHARKHAND,12,38,7.6,8.9,7.8,8.5,304,318,2.4,2.8,_,_,_,_,_,_
1059.0,GANGA AT RAJMAHAL,JHARKHAND,13,37,7.8,8.8,7.6,8.4,312,320,2.4,2.8,_,_,_,_,_,_
1080.0,GANGA AT BAHARAMPORE,WEST BENGAL,16.5,32,5.6,10.9,7.3,8.6,174,362,0.7,5.8,0.02,1.13,30000,280000,50000,350000
10159.0,KHAGRA,WEST BENGAL,16.5,32,5.7,10.7,7.3,8.6,174,382,1.2,6.7,0.02,1.19,17000,220000,34000,350000
